-299, 10.025, 6.99, 8.739
-298, 9.984, 6.985, 8.721
-297, 9.947, 6.977, 8.702
-296, 9.912, 6.964, 8.682
-295, 9.88, 6.948, 8.664
-294, 9.849, 6.929, 8.646
-293, 9.821, 6.907, 8.628
-292, 9.796, 6.883, 8.611
-291, 9.775, 6.856, 8.593
-290, 9.756, 6.825, 8.576
-289, 9.741, 6.792, 8.559
-288, 9.727, 6.757, 8.544
-287, 9.715, 6.722, 8.529
-286, 9.702, 6.689, 8.516
-285, 9.687, 6.658, 8.505
-284, 9.669, 6.631, 8.496
-283, 9.65, 6.606, 8.489
-282, 9.629, 6.585, 8.482
-281, 9.608, 6.567, 8.474
-280, 9.587, 6.551, 8.464
-279, 9.568, 6.535, 8.452
-278, 9.551, 6.521, 8.438
-277, 9.537, 6.507, 8.42
-276, 9.524, 6.494, 8.4
-275, 9.512, 6.482, 8.377
-274, 9.498, 6.469, 8.352
-273, 9.483, 6.457, 8.325
-272, 9.469, 6.443, 8.295
-271, 9.455, 6.428, 8.264
-270, 9.443, 6.412, 8.233
-269, 9.432, 6.394, 8.201
-268, 9.423, 6.375, 8.171
-267, 9.413, 6.355, 8.141
-266, 9.403, 6.336, 8.113
-265, 9.39, 6.319, 8.087
-264, 9.372, 6.302, 8.063
-263, 9.347, 6.286, 8.04
-262, 9.318, 6.27, 8.02
-261, 9.285, 6.254, 8.0
-260, 9.25, 6.238, 7.982
-259, 9.215, 6.222, 7.964
-258, 9.181, 6.204, 7.947
-257, 9.149, 6.184, 7.928
-256, 9.118, 6.163, 7.909
-255, 9.09, 6.139, 7.887
-254, 9.061, 6.113, 7.864
-253, 9.033, 6.086, 7.839
-252, 9.003, 6.057, 7.812
-251, 8.975, 6.027, 7.783
-250, 8.949, 5.996, 7.751
-249, 8.926, 5.966, 7.718
-248, 8.905, 5.938, 7.683
-247, 8.887, 5.912, 7.648
-246, 8.872, 5.888, 7.611
-245, 8.857, 5.868, 7.575
-244, 8.842, 5.852, 7.539
-243, 8.825, 5.841, 7.505
