-299, 9.684, 7.146, 7.866
-298, 9.666, 7.126, 7.85
-297, 9.65, 7.105, 7.836
-296, 9.635, 7.083, 7.824
-295, 9.616, 7.058, 7.818
-294, 9.592, 7.032, 7.816
-293, 9.563, 7.004, 7.814
-292, 9.533, 6.974, 7.81
-291, 9.506, 6.944, 7.801
-290, 9.483, 6.913, 7.789
-289, 9.464, 6.882, 7.771
-288, 9.449, 6.852, 7.75
-287, 9.438, 6.822, 7.725
-286, 9.429, 6.793, 7.698
-285, 9.418, 6.764, 7.673
-284, 9.401, 6.735, 7.65
-283, 9.377, 6.707, 7.629
-282, 9.349, 6.679, 7.607
-281, 9.322, 6.652, 7.583
-280, 9.297, 6.626, 7.557
-279, 9.277, 6.6, 7.528
-278, 9.26, 6.575, 7.497
-277, 9.245, 6.552, 7.465
-276, 9.232, 6.53, 7.433
-275, 9.216, 6.51, 7.402
-274, 9.193, 6.492, 7.374
-273, 9.16, 6.476, 7.351
-272, 9.12, 6.464, 7.332
-271, 9.077, 6.454, 7.314
-270, 9.034, 6.448, 7.296
-269, 8.994, 6.445, 7.277
-268, 8.957, 6.444, 7.256
-267, 8.923, 6.445, 7.234
-266, 8.892, 6.446, 7.211
-265, 8.861, 6.448, 7.188
-264, 8.828, 6.447, 7.167
-263, 8.789, 6.445, 7.151
-262, 8.744, 6.439, 7.14
-261, 8.697, 6.429, 7.133
-260, 8.652, 6.415, 7.125
-259, 8.609, 6.397, 7.117
-258, 8.57, 6.375, 7.106
-257, 8.535, 6.349, 7.092
-256, 8.504, 6.321, 7.076
-255, 8.476, 6.29, 7.058
-254, 8.448, 6.257, 7.038
-253, 8.419, 6.222, 7.018
-252, 8.386, 6.188, 7.001
-251, 8.352, 6.153, 6.989
-250, 8.319, 6.119, 6.976
-249, 8.29, 6.086, 6.961
-248, 8.265, 6.055, 6.941
-247, 8.246, 6.025, 6.916
-246, 8.231, 5.998, 6.887
-245, 8.221, 5.974, 6.852
-244, 8.211, 5.951, 6.813
-243, 8.2, 5.929, 6.772
-242, 8.185, 5.91, 6.73
-241, 8.163, 5.892, 6.69
-240, 8.138, 5.875, 6.652
-239, 8.113, 5.859, 6.614
-238, 8.09, 5.844, 6.575
-237, 8.067, 5.829, 6.535
-236, 8.047, 5.814, 6.495
-235, 8.027, 5.799, 6.456
-234, 8.006, 5.783, 6.418
-233, 7.982, 5.766, 6.383
-232, 7.952, 5.747, 6.352
-231, 7.913, 5.729, 6.326
-230, 7.867, 5.711, 6.305
-229, 7.817, 5.694, 6.289
-228, 7.769, 5.677, 6.277
-227, 7.723, 5.661, 6.267
-226, 7.681, 5.645, 6.259
-225, 7.644, 5.63, 6.253
-224, 7.612, 5.614, 6.246
-223, 7.584, 5.598, 6.24
-222, 7.558, 5.582, 6.235
-221, 7.531, 5.566, 6.229
-220, 7.503, 5.55, 6.225
-219, 7.475, 5.535, 6.222
-218, 7.452, 5.519, 6.218
-217, 7.434, 5.503, 6.212
-216, 7.422, 5.486, 6.2
-215, 7.416, 5.469, 6.184
-214, 7.414, 5.452, 6.162
-213, 7.414, 5.434, 6.136
-212, 7.414, 5.417, 6.106
-211, 7.411, 5.401, 6.074
-210, 7.402, 5.385, 6.044
-209, 7.387, 5.37, 6.017
-208, 7.368, 5.355, 5.993
-207, 7.346, 5.34, 5.97
-206, 7.323, 5.326, 5.945
-205, 7.298, 5.311, 5.92
-204, 7.272, 5.297, 5.895
-203, 7.245, 5.282, 5.868
-202, 7.216, 5.268, 5.842
-201, 7.185, 5.253, 5.817
-200, 7.149, 5.238, 5.793
-199, 7.11, 5.221, 5.772
-198, 7.068, 5.205, 5.754
-197, 7.027, 5.187, 5.738
-196, 6.988, 5.169, 5.722
-195, 6.953, 5.15, 5.706
-194, 6.922, 5.133, 5.689
-193, 6.894, 5.115, 5.672
-192, 6.87, 5.099, 5.654
-191, 6.846, 5.083, 5.636
-190, 6.821, 5.069, 5.618
-189, 6.792, 5.056, 5.601
-188, 6.759, 5.044, 5.586
-187, 6.726, 5.033, 5.572
-186, 6.695, 5.022, 5.558
-185, 6.667, 5.012, 5.545
-184, 6.641, 5.0, 5.531
-183, 6.618, 4.988, 5.516
-182, 6.598, 4.973, 5.5
-181, 6.577, 4.957, 5.481
-180, 6.555, 4.938, 5.461
-179, 6.529, 4.916, 5.439
-178, 6.499, 4.892, 5.416
-177, 6.467, 4.865, 5.392
-176, 6.436, 4.837, 5.368
-175, 6.406, 4.807, 5.341
-174, 6.378, 4.777, 5.313
-173, 6.351, 4.747, 5.281
-172, 6.324, 4.718, 5.248
-171, 6.297, 4.69, 5.212
-170, 6.268, 4.664, 5.174
-169, 6.235, 4.64, 5.135
-168, 6.199, 4.618, 5.097
-167, 6.158, 4.598, 5.06
-166, 6.116, 4.58, 5.026
-165, 6.073, 4.564, 4.992
-164, 6.032, 4.549, 4.96
-163, 5.992, 4.537, 4.928
-162, 5.953, 4.526, 4.896
-161, 5.916, 4.516, 4.866
-160, 5.88, 4.506, 4.836
-159, 5.843, 4.496, 4.808
-158, 5.805, 4.484, 4.783
-157, 5.765, 4.47, 4.761
