-299, 1.735, 1.779, 3.673
-298, 1.733, 1.776, 3.654
-297, 1.729, 1.771, 3.633
-296, 1.723, 1.764, 3.611
-295, 1.715, 1.754, 3.589
-294, 1.705, 1.742, 3.568
-293, 1.69, 1.727, 3.55
-292, 1.671, 1.708, 3.533
-291, 1.648, 1.688, 3.519
-290, 1.622, 1.665, 3.505
-289, 1.594, 1.642, 3.49
-288, 1.565, 1.617, 3.476
-287, 1.538, 1.591, 3.463
-286, 1.514, 1.566, 3.452
-285, 1.493, 1.542, 3.444
-284, 1.476, 1.518, 3.438
-283, 1.462, 1.497, 3.436
-282, 1.452, 1.479, 3.437
-281, 1.447, 1.466, 3.44
-280, 1.448, 1.461, 3.443
-279, 1.453, 1.462, 3.445
-278, 1.465, 1.471, 3.443
-277, 1.481, 1.485, 3.44
-276, 1.501, 1.504, 3.437
-275, 1.525, 1.524, 3.436
-274, 1.55, 1.544, 3.437
-273, 1.576, 1.562, 3.441
-272, 1.602, 1.577, 3.448
-271, 1.627, 1.589, 3.458
-270, 1.649, 1.6, 3.468
-269, 1.668, 1.609, 3.479
-268, 1.684, 1.616, 3.487
-267, 1.697, 1.623, 3.492
-266, 1.707, 1.629, 3.495
-265, 1.715, 1.635, 3.495
-264, 1.721, 1.64, 3.494
-263, 1.726, 1.643, 3.492
-262, 1.729, 1.643, 3.488
-261, 1.728, 1.64, 3.486
-260, 1.724, 1.635, 3.484
-259, 1.714, 1.628, 3.482
-258, 1.7, 1.62, 3.481
-257, 1.685, 1.612, 3.478
-256, 1.669, 1.604, 3.475
-255, 1.654, 1.596, 3.469
-254, 1.641, 1.588, 3.46
-253, 1.628, 1.58, 3.447
-252, 1.618, 1.57, 3.431
-251, 1.608, 1.56, 3.415
-250, 1.598, 1.55, 3.4
-249, 1.588, 1.541, 3.387
-248, 1.576, 1.535, 3.377
-247, 1.564, 1.532, 3.369
-246, 1.552, 1.531, 3.362
-245, 1.541, 1.534, 3.355
-244, 1.531, 1.538, 3.349
-243, 1.524, 1.544, 3.343
-242, 1.519, 1.549, 3.336
-241, 1.516, 1.554, 3.33
-240, 1.517, 1.557, 3.324
-239, 1.52, 1.559, 3.32
-238, 1.524, 1.56, 3.317
-237, 1.529, 1.56, 3.313
-236, 1.535, 1.561, 3.309
-235, 1.541, 1.563, 3.302
-234, 1.549, 1.566, 3.294
-233, 1.559, 1.57, 3.287
-232, 1.57, 1.574, 3.28
-231, 1.583, 1.578, 3.276
-230, 1.596, 1.581, 3.275
-229, 1.608, 1.583, 3.276
-228, 1.618, 1.582, 3.278
-227, 1.624, 1.582, 3.282
-226, 1.626, 1.583, 3.284
-225, 1.626, 1.585, 3.284
-224, 1.624, 1.589, 3.283
-223, 1.62, 1.595, 3.281
-222, 1.615, 1.603, 3.281
-221, 1.609, 1.611, 3.282
-220, 1.601, 1.619, 3.286
-219, 1.593, 1.627, 3.292
-218, 1.583, 1.634, 3.301
-217, 1.573, 1.64, 3.312
-216, 1.561, 1.646, 3.325
-215, 1.549, 1.651, 3.339
-214, 1.538, 1.657, 3.353
-213, 1.529, 1.662, 3.367
-212, 1.523, 1.667, 3.381
-211, 1.521, 1.67, 3.397
-210, 1.524, 1.672, 3.413
-209, 1.53, 1.672, 3.429
-208, 1.54, 1.67, 3.446
-207, 1.552, 1.666, 3.462
-206, 1.564, 1.661, 3.477
-205, 1.575, 1.654, 3.491
-204, 1.584, 1.647, 3.501
-203, 1.594, 1.641, 3.509
-202, 1.604, 1.636, 3.513
-201, 1.615, 1.632, 3.515
-200, 1.628, 1.629, 3.516
-199, 1.641, 1.627, 3.515
-198, 1.655, 1.625, 3.514
-197, 1.668, 1.622, 3.512
-196, 1.679, 1.617, 3.51
-195, 1.687, 1.611, 3.509
-194, 1.691, 1.605, 3.507
-193, 1.69, 1.598, 3.504
-192, 1.685, 1.593, 3.498
-191, 1.677, 1.587, 3.49
-190, 1.666, 1.583, 3.483
-189, 1.652, 1.578, 3.475
-188, 1.635, 1.573, 3.467
-187, 1.616, 1.567, 3.46
-186, 1.596, 1.561, 3.455
-185, 1.574, 1.552, 3.452
-184, 1.551, 1.542, 3.452
-183, 1.526, 1.532, 3.452
-182, 1.5, 1.522, 3.452
-181, 1.475, 1.512, 3.449
-180, 1.455, 1.503, 3.446
-179, 1.44, 1.495, 3.444
-178, 1.432, 1.488, 3.443
-177, 1.433, 1.484, 3.443
-176, 1.441, 1.482, 3.445
-175, 1.456, 1.482, 3.452
-174, 1.475, 1.484, 3.464
-173, 1.496, 1.489, 3.48
-172, 1.518, 1.497, 3.498
-171, 1.538, 1.508, 3.516
-170, 1.558, 1.522, 3.534
-169, 1.578, 1.541, 3.551
-168, 1.596, 1.562, 3.569
-167, 1.614, 1.585, 3.585
-166, 1.63, 1.608, 3.601
-165, 1.645, 1.633, 3.617
-164, 1.658, 1.657, 3.632
-163, 1.669, 1.681, 3.648
-162, 1.677, 1.704, 3.662
-161, 1.682, 1.725, 3.673
-160, 1.685, 1.746, 3.682
-159, 1.687, 1.765, 3.689
-158, 1.689, 1.782, 3.694
-157, 1.692, 1.796, 3.699
-156, 1.696, 1.808, 3.705
-155, 1.701, 1.817, 3.712
-154, 1.708, 1.824, 3.721
-153, 1.715, 1.827, 3.73
-152, 1.722, 1.828, 3.739
-151, 1.728, 1.827, 3.747
-150, 1.73, 1.823, 3.751
-149, 1.73, 1.816, 3.75
-148, 1.728, 1.807, 3.747
-147, 1.725, 1.797, 3.743
-146, 1.72, 1.784, 3.74
-145, 1.715, 1.77, 3.736
-144, 1.708, 1.754, 3.734
-143, 1.7, 1.737, 3.733
-142, 1.69, 1.718, 3.734
-141, 1.678, 1.696, 3.736
-140, 1.663, 1.672, 3.736
-139, 1.645, 1.645, 3.733
-138, 1.624, 1.614, 3.726
-137, 1.601, 1.582, 3.718
-136, 1.579, 1.55, 3.71
-135, 1.558, 1.518, 3.7
-134, 1.539, 1.488, 3.689
-133, 1.523, 1.462, 3.679
-132, 1.511, 1.442, 3.67
-131, 1.501, 1.429, 3.662
-130, 1.494, 1.423, 3.654
-129, 1.49, 1.424, 3.646
-128, 1.486, 1.43, 3.636
-127, 1.482, 1.441, 3.625
-126, 1.481, 1.456, 3.615
-125, 1.483, 1.473, 3.605
-124, 1.488, 1.491, 3.595
-123, 1.496, 1.511, 3.587
-122, 1.508, 1.53, 3.583
-121, 1.521, 1.549, 3.582
-120, 1.535, 1.568, 3.585
-119, 1.549, 1.586, 3.59
-118, 1.561, 1.602, 3.596
-117, 1.571, 1.615, 3.601
-116, 1.58, 1.626, 3.607
-115, 1.587, 1.634, 3.611
-114, 1.594, 1.64, 3.613
-113, 1.601, 1.643, 3.614
-112, 1.609, 1.644, 3.614
-111, 1.616, 1.643, 3.614
-110, 1.623, 1.64, 3.615
-109, 1.629, 1.638, 3.614
-108, 1.634, 1.635, 3.612
-107, 1.637, 1.632, 3.607
-106, 1.637, 1.629, 3.6
-105, 1.635, 1.625, 3.593
-104, 1.632, 1.622, 3.585
-103, 1.629, 1.617, 3.579
-102, 1.627, 1.613, 3.575
-101, 1.627, 1.608, 3.573
-100, 1.627, 1.602, 3.574
-99, 1.628, 1.597, 3.576
-98, 1.629, 1.591, 3.578
-97, 1.629, 1.585, 3.577
-96, 1.628, 1.578, 3.573
-95, 1.624, 1.572, 3.568
-94, 1.618, 1.565, 3.562
-93, 1.612, 1.56, 3.556
-92, 1.606, 1.556, 3.55
-91, 1.6, 1.555, 3.545
-90, 1.594, 1.556, 3.539
-89, 1.589, 1.559, 3.534
-88, 1.583, 1.565, 3.529
-87, 1.575, 1.572, 3.521
-86, 1.566, 1.58, 3.51
-85, 1.554, 1.589, 3.499
-84, 1.541, 1.597, 3.488
-83, 1.525, 1.603, 3.478
-82, 1.51, 1.608, 3.47
-81, 1.496, 1.611, 3.464
-80, 1.485, 1.613, 3.463
-79, 1.478, 1.614, 3.465
-78, 1.476, 1.613, 3.472
-77, 1.478, 1.611, 3.481
-76, 1.484, 1.607, 3.491
-75, 1.492, 1.602, 3.502
-74, 1.503, 1.595, 3.514
-73, 1.514, 1.586, 3.528
-72, 1.525, 1.576, 3.543
-71, 1.538, 1.564, 3.559
-70, 1.554, 1.552, 3.578
-69, 1.572, 1.539, 3.598
-68, 1.592, 1.528, 3.621
-67, 1.613, 1.518, 3.644
-66, 1.635, 1.511, 3.666
-65, 1.657, 1.506, 3.685
-64, 1.677, 1.505, 3.702
-63, 1.694, 1.508, 3.717
-62, 1.708, 1.514, 3.731
-61, 1.719, 1.522, 3.744
-60, 1.728, 1.533, 3.756
-59, 1.736, 1.546, 3.766
-58, 1.743, 1.561, 3.776
-57, 1.75, 1.578, 3.785
-56, 1.756, 1.597, 3.791
-55, 1.762, 1.618, 3.792
-54, 1.766, 1.64, 3.789
-53, 1.767, 1.662, 3.784
-52, 1.765, 1.685, 3.776
-51, 1.76, 1.707, 3.766
-50, 1.751, 1.726, 3.755
-49, 1.74, 1.744, 3.742
-48, 1.728, 1.758, 3.729
-47, 1.716, 1.768, 3.716
-46, 1.703, 1.775, 3.702
-45, 1.691, 1.778, 3.686
-44, 1.678, 1.775, 3.669
-43, 1.665, 1.766, 3.65
-42, 1.65, 1.751, 3.631
-41, 1.633, 1.729, 3.612
-40, 1.614, 1.702, 3.593
-39, 1.593, 1.669, 3.574
-38, 1.571, 1.631, 3.556
-37, 1.549, 1.589, 3.541
-36, 1.527, 1.546, 3.53
-35, 1.505, 1.502, 3.52
-34, 1.485, 1.461, 3.512
-33, 1.465, 1.424, 3.504
-32, 1.447, 1.395, 3.496
-31, 1.432, 1.375, 3.489
-30, 1.419, 1.367, 3.484
-29, 1.41, 1.371, 3.48
-28, 1.405, 1.387, 3.478
-27, 1.406, 1.414, 3.479
-26, 1.415, 1.449, 3.483
-25, 1.431, 1.492, 3.49
-24, 1.454, 1.541, 3.497
-23, 1.483, 1.592, 3.503
-22, 1.517, 1.644, 3.507
-21, 1.553, 1.697, 3.51
-20, 1.59, 1.748, 3.514
-19, 1.625, 1.796, 3.52
-18, 1.656, 1.842, 3.528
-17, 1.684, 1.883, 3.539
-16, 1.711, 1.921, 3.552
-15, 1.736, 1.955, 3.566
-14, 1.76, 1.987, 3.58
-13, 1.784, 2.015, 3.59
-12, 1.806, 2.041, 3.596
-11, 1.828, 2.064, 3.598
-10, 1.848, 2.085, 3.599
-9, 1.865, 2.105, 3.6
-8, 1.88, 2.122, 3.602
-7, 1.892, 2.138, 3.606
-6, 1.902, 2.152, 3.61
-5, 1.911, 2.165, 3.614
-4, 1.92, 2.176, 3.618
-3, 1.928, 2.186, 3.619
-2, 1.935, 2.195, 3.616
-1, 1.942, 2.202, 3.609
0, 1.948, 2.209, 3.599
1, 1.953, 2.216, 3.589
2, 1.957, 2.223, 3.578
3, 1.959, 2.23, 3.568
4, 1.958, 2.237, 3.558
5, 1.956, 2.244, 3.548
6, 1.952, 2.251, 3.537
7, 1.948, 2.258, 3.527
8, 1.944, 2.264, 3.515
9, 1.94, 2.269, 3.502
10, 1.937, 2.274, 3.488
11, 1.934, 2.277, 3.473
12, 1.931, 2.28, 3.459
13, 1.927, 2.281, 3.444
14, 1.921, 2.28, 3.43
15, 1.912, 2.278, 3.416
16, 1.9, 2.273, 3.405
17, 1.886, 2.266, 3.395
18, 1.87, 2.257, 3.387
19, 1.852, 2.245, 3.379
20, 1.833, 2.23, 3.37
21, 1.813, 2.212, 3.361
